Title,Location,Company,Salary,,SearchURL,URL,SQL,Hadoop,Oracle,Excel,Teradata,DB2,Qlik,SAS,Agile,Scrum,Statistics,PowerPoint,Python,Matlab,SQL Server,SSRS,ETL
Teradata & Hadoop Architect,"Bloomfield, CT",CGI,93000-115000,FALSE,,https://www.dice.com/jobs/detail/Teradata-%26-Hadoop-Architect-CGI-Bloomfield-CT-06002/cgiamsbot/J1215-1933?icid=sr514-18p&q=Tableau&l=,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Healthcare Analytics SME,"Bloomfield, CT",CGI,93000-115000,FALSE,,https://www.dice.com/jobs/detail/Healthcare-Analytics-SME-CGI-Bloomfield-CT-06002/cgiamsbot/J1215-2213?icid=sr515-18p&q=Tableau&l=,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sr. Healthcare Analytics SME,"Bloomfield, CT",CGI,93000-115000,FALSE,,https://www.dice.com/jobs/detail/Sr.-Healthcare-Analytics-SME-CGI-Bloomfield-CT-06002/cgiamsbot/J1215-2212?icid=sr516-18p&q=Tableau&l=,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jr-Mid Data Scientist,"Lafayette, LA",Mid Data Scientist,93000-115000,FALSE,,https://www.dice.com/jobs/detail/Jr%26%2345Mid-Data-Scientist-CGI-Lafayette-LA-70500/cgiamsbot/J1215-0645?icid=sr517-18p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sr. IT Manager,"Dallas, TX",CB Richard Ellis,93000-115000,FALSE,,https://www.dice.com/jobs/detail/Sr.-IT-Manager-CB-Richard-Ellis-Dallas-TX-75201/RTL268015/2012053927?icid=sr519-18p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
SQL Developer - Entry Level,"Irvine, CA",Entry Level,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/SQL-Developer-%26%2345-Entry-Level-Glidewell-Laboratories-Irvine-CA-92612/RTX125f60/361532?icid=sr520-18p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
SQL Reports Developer,"Irvine, CA",Concerto Healthcare,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/SQL-Reports-Developer-Concerto-Healthcare-Irvine-CA-92602/jobtblok/92720914?icid=sr521-18p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SAP HANA Developer,"Charlotte, NC","E*Pro, Inc.",Market,FALSE,,https://www.dice.com/jobs/detail/SAP-HANA-Developer-E*Pro%2C-Inc.-Charlotte-NC-28201/estarpro/RAN-SAP-NC?icid=sr522-18p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business Intelligence Project Manager,"Sunnyvale, CA",SourceChip Inc.,Market,FALSE,,https://www.dice.com/jobs/detail/Business-Intelligence-Project-Manager-SourceChip-Inc.-Sunnyvale-CA-94085/10406392/359429?icid=sr523-18p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sr Application Developer,"Chicago, IL",RedLine Associates,Market,FALSE,,https://www.dice.com/jobs/detail/Sr-Application-Developer-RedLine-Associates-Chicago-IL-60606/10486981/07172015?icid=sr526-18p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Business Intelligence Developer,"Boston, MA","DentaQuest, Inc.",Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Business-Intelligence-Developer-DentaQuest%2C-Inc.-Boston-MA-02129/10124464/2026-703?icid=sr529-18p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Operations Research Analyst,"Appleton, WI",West Corporation,-,FALSE,,https://www.dice.com/jobs/detail/Operations-Research-Analyst-West-Corporation-Appleton-WI-54911/RTX17480a/107022?icid=sr530-18p&q=Tableau&l=,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Data Scientist,"New York, NY",Oliver James Associates,$170000 - $200000 per annum,FALSE,,https://www.dice.com/jobs/detail/Data-Scientist-Oliver-James-Associates-New-York-NY-10150/10301104/963284-554?icid=sr531-18p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Data Architect/ Modeler,"Beverly Hills, CA",Radiant Advisors,-,FALSE,,https://www.dice.com/jobs/detail/Data-Architect%26%2347-Modeler-Radiant-Advisors-Beverly-Hills-CA-90210/90816339/919331?icid=sr532-18p&q=Tableau&l=,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business Intelligence Developer,"Los Angeles, CA","The Palisades Group, LLC",$65/Hr,FALSE,,https://www.dice.com/jobs/detail/Business-Intelligence-Developer-The-Palisades-Group%2C-LLC-Los-Angeles-CA-90025/RTX18efbe/wspos339538?icid=sr533-18p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Big Data/ Hadoop Architect,"El Segundo, CA",IB Technology Solutions Inc.,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Big-Data%26%2347-Hadoop-Architect-IB-Technology-Solutions-Inc.-El-Segundo-CA-90245/10476889/339220?icid=sr534-18p&q=Tableau&l=,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Developer III Specialized (SAS, ETL)","Washington, DC",ASK Staffing Inc,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Developer-III-Specialized-%28SAS%2C-ETL%29-ASK-Staffing-Inc-Washington-DC-20016/10125811/345977?icid=sr535-18p&q=Tableau&l=,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Sr Systems Engineer,"Stamford, CT",Ridgefield One,$68/hr,FALSE,,https://www.dice.com/jobs/detail/Sr-Systems-Engineer-Ridgefield-One-Stamford-CT-06901/10367249/324089?icid=sr538-18p&q=Tableau&l=,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
BA/PM with Qliksense (high rate),"North Wales, PA","The Matlen Silver Group, Inc.",Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/BA%26%2347PM-with-Qliksense-%28high-rate%29-The-Matlen-Silver-Group%2C-Inc.-North-Wales-PA-19454/matlennj/354179?icid=sr540-18p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Senior Enterprise PMO Project Manager,"Bloomfield Hills, MI",WalkerHealthcareIT,0,TRUE,,https://www.dice.com/jobs/detail/Senior-Enterprise-PMO-Project-Manager-WalkerHealthcareIT-Bloomfield-Hills-MI-48304/10440540/355753?icid=sr542-19p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Digital Analytic Specialist,"San Jose, CA",Capability IT,Open-,FALSE,,https://www.dice.com/jobs/detail/Digital-Analytic-Specialist-Capability-IT-San-Jose-CA-95113/10439011/356798?icid=sr543-19p&q=Tableau&l=,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cognos Developer,"Tulsa, OK",Astra Solutions,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Cognos-Developer-Astra-Solutions-Tulsa-OK-74112/10207783/358212?icid=sr545-19p&q=Tableau&l=,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sr. Big Data Engineer,"Atlanta, GA","Delta Information Systems, Inc.",Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Sr.-Big-Data-Engineer-Delta-Information-Systems%2C-Inc.-Atlanta-GA-30303/10112378/262502?icid=sr546-19p&q=Tableau&l=,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hadoop Developer,"San Jose, CA",Sapvix,Market,FALSE,,https://www.dice.com/jobs/detail/Hadoop-Developer-Sapvix-San-Jose-CA-95101/10350483/93?icid=sr548-19p&q=Tableau&l=,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Data Architect/Modeler,"Pittsburgh, PA",Visvero,market,FALSE,,https://www.dice.com/jobs/detail/Data-Architect%26%2347Modeler-Visvero-Pittsburgh-PA-15201/10515457/351160?icid=sr550-19p&q=Tableau&l=,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Sr. MicroStrategy Application Developer,"Silver Spring, MD","Libsys, Inc.",Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Sr.-MicroStrategy-Application-Developer-Libsys%2C-Inc.-Silver-Spring-MD-20901/10206536/359582?icid=sr551-19p&q=Tableau&l=,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Data Steward / Business Analyst,"Port Washington, NY",Publishers Clearing House,Competitive,FALSE,,https://www.dice.com/jobs/detail/Data-Steward-%26%2347-Business-Analyst-Publishers-Clearing-House-Port-Washington-NY-11050/RTL144325/291320?icid=sr552-19p&q=Tableau&l=,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Load Forecasting Analyst,"San Francisco, CA","TECHSOL4U, Inc.",market rate,FALSE,,https://www.dice.com/jobs/detail/Load-Forecasting-Analyst-TECHSOL4U%2C-Inc.-San-Francisco-CA-94101/10450757/353161?icid=sr553-19p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Hadoop Engineer,"Berwyn, PA",Millennium Infotech,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Hadoop-Engineer-Millennium-Infotech-Berwyn-PA-19312/10114181/361513?icid=sr554-19p&q=Tableau&l=,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Senior Application Architect (Analytics  Forensic/ Cyber security),"Alpharetta, GA",United Software Group,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Senior-Application-Architect-%28Analytics--Forensic%26%2347-Cyber-security%29-United-Software-Group-Alpharetta-GA-30009/10204540/359532?icid=sr555-19p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Systems Analyst,"Whittier, CA",Allscripts,Telecommuting not available,FALSE,,https://www.dice.com/jobs/detail/Systems-Analyst-Allscripts-Whittier-CA-90601/10127643A/5895?icid=sr558-19p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Systems Administrator,"Lone Tree, CO",Charles Schwab,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Systems-Administrator-Charles-Schwab-Lone-Tree-CO-80112/10228622/20151206-4013?icid=sr559-19p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Data Scientist,"Santa Clara, CA",Flexton Inc,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Data-Scientist-Flexton-Inc-Santa-Clara-CA-95050/10282686/321181?icid=sr560-19p&q=Tableau&l=,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
SAP BW-Sales TAX Lead Developer,"Orlando, FL",Sales TAX Lead Developer,AI,FALSE,,https://www.dice.com/jobs/detail/SAP-BW%26%2345Sales-TAX-Lead-Developer-RD-Data-Solutions-Orlando-FL-32807/10220991/360861?icid=sr563-19p&q=Tableau&l=,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SQL Reports Developer,"Irvine, CA",S2Tech,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/SQL-Reports-Developer-S2Tech-Irvine-CA-92604/sevensea/SQLCA?icid=sr564-19p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Broker/Dealer Industry Risk Specialist,"New York, NY",The Consortium Inc,$50.00/hr,FALSE,,https://www.dice.com/jobs/detail/Broker%26%2347Dealer-Industry-Risk-Specialist-The-Consortium-Inc-New-York-NY-10006/10183574/353766?icid=sr565-19p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cognos Administrator,  Rate: Open, Duration: 1+ yr, Location: OR","Beaverton, OR",Centizen,Rate: Open,FALSE,,https://www.dice.com/jobs/detail/Cognos-Administrator%2C--Rate%3A-Open%2C-Duration%3A-1%2B-yr%2C-Location%3A-OR-Centizen-Beaverton-OR-97006/10429942/334035?icid=sr567-19p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Data Analyst,"San Francisco, CA",Modis,Market,FALSE,,https://www.dice.com/jobs/detail/Data-Analyst-Modis-San-Francisco-CA-94101/CXMODSFA2/US_EN_6_17195_49702737?icid=sr569-19p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BI Developer,"Tempe, AZ",Go Financial,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/BI-Developer-Go-Financial-Tempe-AZ-85280/90901944/299682?icid=sr570-19p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
BI Manager,"Irvine, CA",Exsilio Consulting,Competitive,FALSE,,https://www.dice.com/jobs/detail/BI-Manager-Exsilio-Consulting-Irvine-CA-92614/RTL160883/293259?icid=sr573-20p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Business Intelligence and Information Management Consultant,"Philadelphia, PA","NorthStar Solutions Group, LLC",Negotiable,FALSE,,https://www.dice.com/jobs/detail/Business-Intelligence-and-Information-Management-Consultant-NorthStar-Solutions-Group%2C-LLC-Philadelphia-PA-19103/10200771/999523?icid=sr574-20p&q=Tableau&l=,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Web Developer,"Annapolis, MD",Randstad Professionals,Unspecified,FALSE,,https://www.dice.com/jobs/detail/Web-Developer-Randstad-Professionals-Annapolis-MD-21401/cxsphbal/314696?icid=sr576-20p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BI Developer,"Baltimore, MD",Randstad Professionals,Unspecified,FALSE,,https://www.dice.com/jobs/detail/BI-Developer-Randstad-Professionals-Baltimore-MD-21202/cxsphbal/314749?icid=sr577-20p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Database Developer,"Bethesda, MD",Randstad Professionals,Unspecified,FALSE,,https://www.dice.com/jobs/detail/Database-Developer-Randstad-Professionals-Bethesda-MD-20814/cxsphbal/279489?icid=sr578-20p&q=Tableau&l=,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Business Intelligence - Software Engineer,"Seattle, WA",Software Engineer,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Business-Intelligence-%26%2345-Software-Engineer-IMS-Health-Inc-Seattle-WA-98109/90903369/222673?icid=sr579-20p&q=Tableau&l=,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
software developer,"Seattle, WA",IMS Health Inc,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/software-developer-IMS-Health-Inc-Seattle-WA-98109/90903369/111004?icid=sr580-20p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
120115 ->Business Intelligence Solutions & Account Director,"Atlanta, GA",>Business Intelligence Solutions & Account Director,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/120115-%26%2345%3EBusiness-Intelligence-Solutions-%26-Account-Director-Business-Architects%2C-LLC-Atlanta-GA-30303/10124270/120115-1754?icid=sr581-20p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Senior Developer  Hadoop Ecosystem,"Jacksonville, FL",Tata Consultancy Services,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Senior-Developer--Hadoop-Ecosystem-Tata-Consultancy-Services-Jacksonville-FL-32099/10121331/342591?icid=sr583-20p&q=Tableau&l=,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Database Developer,"Cleveland, OH",True North Consultants,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Database-Developer-True-North-Consultants-Cleveland-OH-44114/10148382/02273680?icid=sr584-20p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
BI/Data Architect,"Atlanta, GA",iStaff,"125,000",TRUE,,https://www.dice.com/jobs/detail/BI%26%2347Data-Architect-iStaff-Atlanta-GA-30301/ISTAFFGA/343242?icid=sr585-20p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Business Object Deveoper,"Washington, DC",National Recruiters,$80-$120,FALSE,,https://www.dice.com/jobs/detail/Business-Object-Deveoper-National-Recruiters-Washington-DC-20016/90891380/5497568?icid=sr586-20p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sr. Cassandra Architect,"Sparks, MD",Tata Consultancy Services,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Sr.-Cassandra-Architect-Tata-Consultancy-Services-Sparks-MD-21152/10121331/343510?icid=sr587-20p&q=Tableau&l=,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Big Data/ HaDoop Developer,"Vienna, VA","Spry Methods, Inc",Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Big-Data%26%2347-HaDoop-Developer-Spry-Methods%2C-Inc-Vienna-VA-22180/10315181/CYB-VA-01?icid=sr588-20p&q=Tableau&l=,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Senior Data Analyst,"Sparks, MD",Randstad Professionals,"85,000-110,000",FALSE,,https://www.dice.com/jobs/detail/Senior-Data-Analyst-Randstad-Professionals-Sparks-MD-21152/cxsphbal/452880?icid=sr589-20p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERP Product Owner,"Bellevue, WA",TERRA Technical,Negotiable,FALSE,,https://www.dice.com/jobs/detail/ERP-Product-Owner-TERRA-Technical-Bellevue-WA-98004/90793276/46707?icid=sr590-20p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Data Architect,"Kansas City, MO",PCM,"110,000",TRUE,,https://www.dice.com/jobs/detail/Data-Architect-PCM-Kansas-City-MO-64111/10120889/287117?icid=sr594-20p&q=Tableau&l=,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Financial Reporting Analyst,"Santa Clara, CA",Clairvoyant TechnoSolutions Inc.,Market,FALSE,,https://www.dice.com/jobs/detail/Financial-Reporting-Analyst-Clairvoyant-TechnoSolutions-Inc.-Santa-Clara-CA-95054/10114225/355519?icid=sr595-20p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Data Architect, Business Intelligence","West Los Angeles, CA",Veactive,Competitive,FALSE,,https://www.dice.com/jobs/detail/Data-Architect%2C-Business-Intelligence-Veactive-West-Los-Angeles-CA-90025/90753422/218791?icid=sr596-20p&q=Tableau&l=,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Business Intelligence Consultant || FTH || Pittsburgh, PA ||","Pittsburgh, PA",Indecomm Holding Inc,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Business-Intelligence-Consultant-%7C%7C-FTH-%7C%7C-Pittsburgh%2C-PA-%7C%7C-Indecomm-Holding-Inc-%26%2345-Technology-Services-Pittsburgh-PA-15201/10122158/45478hdhytyuiup?icid=sr597-20p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
BMTX1023J,"Temple, TX",Certec Consulting Inc,70000,TRUE,,https://www.dice.com/jobs/detail/BMTX1023J-Certec-Consulting-Inc-Temple-TX-76501/10212367/BMTX1023J?icid=sr599-20p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BI Manager,"Wayne, PA",The Denzel Group,Negotiable,FALSE,,https://www.dice.com/jobs/detail/BI-Manager-The-Denzel-Group-Wayne-PA-19087/10207044/359462?icid=sr600-20p&q=Tableau&l=,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Tableau developer/Expert,"Arlington, VA",ADG Tech Consulting,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Tableau-developer%26%2347Expert-ADG-Tech-Consulting-Arlington-VA-22202/RTL113242/178?icid=sr61-3p&q=Tableau&l=,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
BI/Tableau Developer,"Kansas City, MO","Apex Systems, Inc",Competitive,FALSE,,https://www.dice.com/jobs/detail/BI%26%2347Tableau-Developer-Apex-Systems%2C-Inc-Kansas-City-MO-64198/apexsan/332821?icid=sr62-3p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tableau Developer,"Charlotte, NC",Tata Consultancy Services,BOA,FALSE,,https://www.dice.com/jobs/detail/Tableau-Developer-Tata-Consultancy-Services-Charlotte-NC-28201/10121331/175936?icid=sr63-3p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Tableau Developer -Newark, DE","Newark, DE","Newark, DE",Market,FALSE,,https://www.dice.com/jobs/detail/Tableau-Developer-%26%2345Newark%2C-DE-Nityo-Infotech-Corporation-Newark-DE-19714/10200946a/1020aa?icid=sr64-3p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
